Food_Type,Quantity,Preparation_Time,Storage_Hours,Temperature,Food_Safe
Vegetables,22.7,42.5,28.7,5.0,No
Rice,5.6,54.0,9.7,59.9,Yes
Rice,30.7,17.9,10.9,51.8,Yes
Curry,16.8,38.8,3.8,74.4,No
Rice,46.0,55.1,9.3,63.3,Yes
Rice,23.6,45.1,7.6,44.7,Yes
Rice,45.7,18.8,1.0,68.0,Yes
Fast Food,11.0,33.0,5.1,39.5,No
Bread,28.9,108.4,19.4,14.2,Yes
Dairy Products,27.3,36.7,10.6,17.4,No
Fast Food,9.3,53.2,0.9,46.3,Yes
Dairy Products,23.4,11.5,6.7,2.5,No
Bread,50.4,92.1,54.6,20.4,Yes
Curry,24.7,60.7,1.6,35.6,Yes
Rice,5.5,84.0,12.7,72.2,No
Vegetables,29.1,44.8,59.8,23.4,No
Curry,20.2,47.5,6.8,66.2,No
Rice,37.6,38.4,15.3,79.5,No
Vegetables,62.1,21.7,28.9,22.3,No
Fruits,13.2,20.5,34.9,28.5,No
Fast Food,6.2,53.8,2.5,64.5,No
Fruits,46.2,21.8,91.6,14.1,No
Vegetables,15.5,31.5,19.4,28.7,No
Bread,53.9,10.7,38.2,22.4,No
Curry,19.6,80.1,8.5,75.4,No
Curry,10.1,44.9,11.0,-0.2,No
Dairy Products,21.1,24.2,1.0,7.2,Yes
Fast Food,7.9,34.4,5.6,55.7,No
Vegetables,56.7,24.2,43.2,20.8,Yes
Fast Food,16.0,48.5,5.3,50.8,Yes
Fast Food,15.4,43.8,4.2,78.4,No
Bread,9.6,119.7,41.9,31.8,No
Bread,34.4,51.2,55.7,44.4,No
Curry,35.7,13.0,12.7,67.6,No
Fast Food,24.3,24.3,3.6,74.7,No
Vegetables,33.6,23.9,8.9,29.4,No
Dairy Products,13.8,30.0,4.1,26.1,Yes
Vegetables,16.2,40.2,43.6,11.3,Yes
Curry,26.6,67.3,0.8,68.7,No
Bread,57.6,134.2,8.9,7.1,Yes
Fruits,28.0,24.7,91.8,1.6,No
Vegetables,47.7,26.0,19.5,30.3,Yes
Bread,25.0,20.2,59.8,0.7,No
Rice,33.9,61.7,3.1,12.1,Yes
Bread,58.8,115.1,18.5,9.6,No
Curry,10.4,95.6,5.0,40.8,Yes
Fast Food,1.7,57.6,3.1,14.0,Yes
Fruits,48.4,40.8,42.3,39.9,No
Vegetables,14.9,4.9,14.3,22.5,No
Rice,47.3,33.8,1.5,53.3,Yes
Rice,43.0,28.9,8.4,64.6,Yes
Curry,35.0,113.9,9.8,51.4,No
Curry,25.9,32.4,13.5,34.7,Yes
Curry,3.3,113.2,13.3,60.3,No
Dairy Products,4.8,5.5,0.7,21.4,Yes
Dairy Products,19.1,19.0,4.9,-3.4,No
Rice,38.7,23.7,7.5,42.2,No
Curry,8.7,54.5,1.8,6.9,Yes
Dairy Products,28.0,8.1,11.0,8.2,No
Fruits,1.8,38.2,97.2,2.4,Yes
Curry,1.0,13.5,11.4,16.4,No
Curry,19.2,65.5,14.7,28.8,Yes
Rice,44.7,49.1,5.9,48.3,Yes
Fast Food,14.9,2.9,5.3,20.0,No
Fruits,22.8,44.8,25.9,4.2,No
Fruits,38.2,4.9,15.7,15.8,Yes
Curry,36.7,9.0,12.6,52.5,Yes
Vegetables,58.1,6.1,14.3,18.4,Yes
Vegetables,38.7,44.1,35.6,27.9,No
Fast Food,11.2,49.6,5.3,40.8,Yes
Curry,22.2,119.5,6.4,25.5,Yes
Dairy Products,1.7,31.4,7.3,18.7,No
Fruits,38.8,2.7,93.0,17.3,Yes
Fast Food,20.4,51.6,0.6,60.0,Yes
Rice,33.3,15.4,4.4,26.4,Yes
Fruits,54.6,29.7,2.1,10.1,Yes
Dairy Products,8.7,22.8,8.9,12.3,No
Rice,49.1,12.5,10.4,82.2,No
Vegetables,41.8,46.4,19.7,14.3,Yes
Fast Food,14.1,1.0,1.4,70.8,No
Fast Food,1.8,36.3,4.5,51.3,Yes
Dairy Products,21.1,20.3,3.9,-0.7,No
Fast Food,18.7,30.7,4.0,50.0,No
Dairy Products,16.8,18.3,9.8,25.1,No
Rice,18.5,16.1,16.2,31.1,Yes
Vegetables,54.1,39.4,2.4,22.7,No
Vegetables,5.4,37.7,70.1,17.3,No
Vegetables,11.3,37.4,65.9,17.8,No
Fast Food,21.0,19.2,3.7,37.0,Yes
Bread,41.2,10.1,46.5,34.1,No
Rice,35.1,79.5,12.1,73.1,No
Fruits,58.5,14.9,49.6,-3.3,Yes
Bread,54.1,34.6,53.9,42.6,No
Vegetables,28.1,35.6,14.5,10.9,Yes
Curry,25.9,76.1,2.4,42.9,Yes
Fast Food,10.4,52.0,5.3,11.5,Yes
Rice,17.7,14.8,1.9,56.2,Yes
Fast Food,9.1,59.4,3.2,72.7,No
Vegetables,12.9,56.8,16.3,26.3,Yes
Fast Food,17.5,6.1,5.2,74.9,No
Bread,22.6,143.2,35.5,13.1,Yes
Bread,1.9,54.9,35.4,34.0,Yes
Rice,10.5,56.5,2.6,55.8,Yes
Rice,46.4,10.2,8.9,38.6,Yes
Fast Food,17.9,34.9,2.0,-1.8,No
Fruits,25.3,14.6,49.3,9.7,No
Curry,29.4,43.9,13.3,68.6,No
Rice,12.7,38.4,15.4,-0.9,No
Fast Food,4.6,51.9,4.9,19.1,No
Rice,39.0,16.0,7.2,42.6,Yes
Vegetables,33.6,3.6,52.9,0.9,No
Bread,8.7,128.3,38.2,42.8,No
Curry,37.5,66.9,13.7,64.8,Yes
Fast Food,19.6,30.4,4.9,33.2,No
Fast Food,5.0,29.6,2.4,23.7,Yes
Vegetables,44.6,44.0,30.7,11.4,Yes
Bread,11.5,28.0,69.0,45.5,No
Bread,2.5,140.6,0.9,2.0,No
Bread,38.7,92.1,63.3,3.6,No
Fast Food,8.8,19.0,1.6,22.5,Yes
Curry,25.7,51.1,11.2,56.4,Yes
Fast Food,13.5,37.0,2.6,47.7,Yes
Fruits,77.1,31.1,101.2,14.0,No
Dairy Products,28.5,25.7,2.2,-4.8,Yes
Dairy Products,21.4,36.8,3.8,26.3,No
Fast Food,20.5,42.5,4.9,4.0,No
Curry,8.8,17.2,12.7,-4.4,No
Rice,19.5,0.7,2.1,17.0,Yes
Curry,29.0,55.6,0.9,9.9,Yes
Dairy Products,3.5,18.2,9.5,24.7,No
Bread,45.1,60.8,45.4,24.2,Yes
Rice,16.9,55.7,9.4,64.8,Yes
Fruits,72.1,24.9,78.9,12.7,No
Dairy Products,13.7,4.8,5.9,-2.9,No
Fruits,63.2,32.8,100.0,24.5,No
Bread,11.7,31.7,68.8,45.5,No
Curry,38.3,87.9,12.1,54.2,Yes
Curry,22.6,17.3,13.5,24.3,No
Fast Food,14.9,53.7,1.6,42.3,Yes
Rice,25.0,58.0,13.4,74.4,No
Bread,15.6,12.7,24.3,43.3,No
Vegetables,50.4,7.0,64.4,22.2,No
Fruits,1.2,25.7,47.8,2.3,Yes
Fruits,61.0,41.0,77.8,4.6,No
Curry,23.6,67.0,13.8,16.9,No
Curry,31.9,47.7,12.0,72.7,No
Rice,44.3,23.9,10.2,49.6,Yes
Vegetables,35.7,51.8,31.8,25.8,No
Dairy Products,15.9,7.4,7.8,8.0,No
Curry,1.7,117.4,3.9,29.9,Yes
Fast Food,20.1,19.2,3.0,24.5,Yes
Fast Food,18.5,53.9,5.3,-3.1,No
Curry,31.4,87.6,9.0,26.3,Yes
Curry,19.6,78.5,11.2,12.4,Yes
Rice,29.3,89.3,1.9,56.8,Yes
Rice,8.1,4.4,3.1,8.7,Yes
Fast Food,17.5,42.0,3.0,34.7,No
Rice,30.7,67.1,2.1,5.1,Yes
Curry,2.6,74.1,1.0,7.2,Yes
Fast Food,11.5,14.9,5.6,58.5,Yes
Vegetables,14.3,22.8,15.4,-4.4,No
Fast Food,13.5,9.0,4.8,10.0,No
Fast Food,14.4,23.7,3.4,73.4,Yes
Dairy Products,10.5,5.4,7.4,7.4,Yes
Curry,28.3,44.0,14.5,59.9,No
Fast Food,18.8,39.3,4.9,13.2,Yes
Bread,8.6,107.2,36.0,0.9,No
Rice,8.0,17.2,16.9,44.5,Yes
Bread,46.0,28.2,61.0,13.0,No
Rice,7.9,43.4,1.4,6.1,Yes
Curry,22.7,33.4,2.9,50.7,Yes
Fruits,34.7,26.6,44.8,0.8,Yes
Dairy Products,28.4,4.3,4.2,26.4,No
Curry,28.3,104.0,1.0,0.3,No
Fruits,76.6,25.4,83.1,15.3,No
Vegetables,5.5,26.6,48.9,39.9,No
Fast Food,5.1,14.8,3.1,4.0,Yes
Fruits,35.3,5.0,60.2,29.6,No
Rice,2.9,2.4,16.5,66.3,No
Fruits,32.5,34.4,10.2,2.3,Yes
Rice,26.3,73.1,12.2,35.3,No
Fast Food,18.3,58.5,4.4,34.4,No
Fruits,36.8,11.1,50.2,5.3,No
Fast Food,21.9,21.7,3.4,18.4,Yes
Curry,5.5,23.6,0.8,34.2,Yes
Dairy Products,11.3,17.0,5.4,3.4,No
Vegetables,1.4,11.9,48.5,34.2,No
Curry,33.1,110.3,6.9,17.9,No
Fruits,66.0,3.6,63.4,18.6,Yes
Rice,2.6,88.2,7.6,33.3,No
Dairy Products,18.1,30.2,9.6,-3.3,No
Rice,45.8,3.4,13.6,18.6,Yes
Rice,41.2,50.7,12.7,58.7,Yes
Rice,16.4,60.1,12.9,23.5,No
Vegetables,43.0,2.3,42.7,24.1,No
Fruits,62.9,23.8,53.5,5.1,No
Vegetables,31.3,7.2,30.1,22.1,No
Fruits,72.7,43.0,16.5,16.8,Yes
Fruits,46.1,11.2,89.8,29.3,No
Dairy Products,21.0,20.6,7.3,4.5,No
Vegetables,31.8,0.9,51.4,36.0,No
Fast Food,24.7,39.6,0.6,34.7,Yes
Fast Food,5.1,5.3,0.8,8.5,Yes
Dairy Products,24.3,25.1,1.6,25.7,No
Curry,15.4,84.2,9.4,41.2,Yes
Fruits,72.2,40.4,9.5,15.0,Yes
Vegetables,44.2,57.9,66.8,17.9,No
Vegetables,65.0,53.6,22.2,1.2,No
Bread,31.8,113.2,17.2,49.1,Yes
Fruits,74.7,24.3,7.1,-3.8,No
Fruits,26.3,30.0,89.6,3.1,Yes
Rice,15.7,36.3,13.9,55.1,Yes
Fruits,54.3,26.6,85.6,22.0,No
Curry,19.1,90.3,8.9,84.9,No
Dairy Products,19.4,10.7,7.3,2.6,No
Fast Food,14.9,6.7,2.8,37.0,Yes
Curry,20.0,80.9,12.2,44.8,Yes
Bread,7.3,140.3,42.0,42.9,No
Curry,12.4,5.4,9.3,32.9,Yes
Fruits,31.3,11.2,29.0,22.5,No
Vegetables,22.6,3.9,1.3,20.2,No
Curry,39.3,42.7,11.5,69.3,No
Vegetables,9.6,30.2,41.5,30.5,No
Fruits,43.1,22.6,66.5,34.6,No
Fruits,38.9,44.6,81.4,15.0,No
Rice,31.5,5.7,5.7,14.3,Yes
Fast Food,24.9,14.9,4.1,78.9,No
Fast Food,22.0,42.9,1.1,13.1,Yes
Bread,12.0,44.8,66.2,16.1,Yes
Bread,47.0,108.0,65.6,18.0,Yes
Fruits,12.4,5.6,11.0,9.3,Yes
Dairy Products,9.4,1.1,7.0,8.3,No
Dairy Products,2.9,20.6,8.6,14.6,No
Dairy Products,2.2,21.6,10.9,-4.9,No
Curry,4.8,9.6,4.4,41.5,Yes
Fast Food,8.8,11.1,2.7,27.0,Yes
Vegetables,46.8,37.0,65.9,26.4,No
Vegetables,31.4,55.8,27.8,9.1,Yes
Bread,21.1,46.6,22.9,33.0,No
Curry,29.2,81.5,1.3,56.9,Yes
Curry,28.2,45.8,10.6,26.6,No
Fruits,54.9,2.8,90.0,19.2,Yes
Curry,17.4,29.8,14.7,53.3,Yes
Bread,20.3,93.9,27.6,0.4,No
Bread,48.6,51.8,69.9,12.5,Yes
Fruits,54.9,12.3,97.6,33.8,No
Fruits,33.4,14.7,47.3,2.3,Yes
Bread,26.0,61.0,54.6,17.0,Yes
Fruits,62.8,13.9,34.8,4.9,Yes
Rice,21.8,21.8,14.2,18.2,Yes
Fast Food,4.1,38.0,4.7,23.6,No
Fruits,51.0,27.2,37.8,36.6,No
Curry,34.4,14.2,2.7,11.3,Yes
Fruits,77.2,21.5,71.1,9.0,No
Vegetables,5.6,1.7,6.2,7.6,Yes
Bread,54.7,129.3,58.8,12.6,No
Rice,1.3,81.4,9.9,4.8,No
Fruits,57.2,44.6,14.2,34.4,Yes
Bread,27.2,120.0,1.5,40.1,Yes
Fast Food,7.3,9.8,5.0,1.5,No
Rice,11.0,22.6,13.4,74.6,No
Bread,42.1,112.1,62.4,26.6,Yes
Fast Food,16.3,22.1,2.0,38.7,No
Dairy Products,17.2,30.0,6.3,24.0,No
Rice,2.5,85.0,5.0,53.8,No
Bread,44.6,131.8,61.0,3.8,No
Curry,37.5,118.2,4.6,43.4,Yes
Dairy Products,28.3,29.3,11.8,9.9,No
Fast Food,6.0,39.9,4.0,52.7,No
Rice,10.4,74.9,9.9,56.7,Yes
Bread,43.1,101.7,4.8,42.3,Yes
Curry,33.2,30.6,10.9,12.5,Yes
Bread,43.4,80.4,10.9,31.2,Yes
Bread,1.7,130.1,62.2,39.4,No
Rice,36.0,35.7,8.8,20.8,Yes
Bread,59.3,49.0,18.7,33.5,Yes
Fruits,5.2,23.9,88.6,34.6,No
Vegetables,43.7,27.0,56.6,-0.2,No
Curry,26.1,14.8,8.3,81.4,No
Fast Food,13.9,23.2,3.9,44.2,Yes
Vegetables,54.6,53.1,55.1,21.9,No
Fruits,46.7,6.0,52.0,7.3,Yes
Bread,23.2,15.1,6.9,36.4,No
Dairy Products,8.3,10.7,10.9,22.4,No
Fruits,13.9,10.6,61.6,-0.4,Yes
Fruits,3.4,41.4,17.4,34.7,No
Vegetables,60.8,55.4,51.4,20.1,No
Rice,3.2,10.5,3.7,10.8,No
Dairy Products,16.1,18.5,4.9,-3.5,No
Dairy Products,26.2,36.8,8.3,18.6,No
Rice,41.1,17.0,7.2,3.4,Yes
Vegetables,21.0,19.2,17.9,37.5,No
Fast Food,12.6,25.3,4.6,67.8,No
Bread,19.3,131.3,42.6,41.6,No
Rice,10.7,69.6,0.8,70.2,No
Rice,19.1,73.4,17.0,80.7,No
Fast Food,2.8,1.2,4.3,32.1,No
Fruits,22.2,3.3,97.8,12.7,No
Dairy Products,3.6,33.6,11.9,2.4,No
Vegetables,23.4,23.9,59.0,36.2,No
Fruits,4.3,27.7,40.0,20.3,No
Vegetables,15.0,33.2,27.5,27.7,No
Curry,16.1,55.1,0.7,16.1,Yes
Vegetables,62.9,33.9,34.3,39.8,No
Fast Food,15.7,21.8,2.5,45.3,Yes
Fast Food,2.9,27.3,2.6,53.9,No
Rice,7.5,79.3,13.9,27.3,Yes
Vegetables,39.6,52.4,27.7,8.6,No
Fast Food,23.6,53.8,2.5,6.8,No
Bread,20.8,54.0,68.9,23.0,No
Dairy Products,22.7,19.5,4.9,1.1,No
Dairy Products,24.1,25.8,2.2,-2.0,No
Curry,18.0,21.2,2.5,79.9,Yes
Rice,23.0,73.0,15.9,77.2,No
Bread,55.1,24.7,40.1,34.1,No
Bread,26.7,80.8,0.7,28.9,Yes
Fruits,66.6,32.0,2.4,28.0,No
Curry,37.1,107.8,6.4,80.6,No
Fast Food,4.3,50.9,3.1,10.1,Yes
Vegetables,23.6,43.3,56.8,-4.8,No
Dairy Products,28.4,32.7,2.6,17.7,No
Rice,7.7,37.8,7.3,79.1,Yes
Rice,24.6,5.3,6.7,45.6,Yes
Rice,6.7,33.5,0.5,11.0,Yes
Fast Food,16.8,18.9,2.9,58.5,Yes
Curry,37.9,103.5,6.9,68.9,No
Rice,23.7,72.9,10.9,56.2,No
Bread,54.5,126.2,47.2,43.9,No
Vegetables,50.1,41.9,16.7,24.1,Yes
Fruits,33.6,25.0,23.4,33.6,Yes
Bread,17.5,76.1,8.8,41.8,No
Fast Food,18.3,55.5,5.9,12.2,Yes
Rice,11.4,69.3,14.0,-1.8,No
Bread,46.7,103.0,29.3,34.2,No
Curry,38.9,94.0,11.1,34.4,No
Bread,52.4,31.2,38.4,20.3,Yes
Fruits,4.1,19.3,21.3,19.7,Yes
Bread,55.9,80.5,39.6,48.4,No
Fruits,73.8,35.9,68.3,33.2,No
Vegetables,4.3,20.0,32.4,15.0,No
Fruits,29.4,27.9,38.4,11.4,No
Vegetables,13.6,49.5,43.0,19.3,No
Rice,3.1,56.6,5.9,-2.5,No
Curry,4.9,10.0,2.0,65.1,No
Vegetables,69.1,1.1,24.0,8.3,Yes
Rice,34.7,15.9,11.6,31.6,Yes
Bread,49.2,140.5,50.5,4.2,No
Rice,33.7,16.4,16.3,65.6,No
Fast Food,24.1,0.6,5.2,59.6,No
Rice,16.7,30.4,15.6,78.7,No
Fast Food,16.7,41.2,1.9,48.9,Yes
Fruits,23.3,43.0,53.4,29.4,No
Fruits,48.0,2.2,38.5,28.4,No
Curry,27.0,99.5,1.2,83.4,Yes
Curry,38.8,92.7,0.7,57.1,Yes
Bread,21.5,141.3,63.3,21.4,No
Rice,4.5,27.0,11.2,3.4,Yes
Vegetables,43.5,10.5,39.5,10.6,Yes
Dairy Products,17.4,5.9,4.7,-2.7,No
Vegetables,65.9,0.8,1.9,20.7,Yes
Rice,4.6,34.8,8.2,18.6,Yes
Fruits,40.6,31.2,14.0,35.0,No
Vegetables,59.5,18.4,50.5,39.4,No
Rice,20.2,41.3,13.8,71.2,No
Curry,7.3,41.8,0.7,39.4,Yes
Bread,8.7,64.8,20.9,23.0,Yes
Rice,31.8,59.5,10.5,65.1,No
Bread,20.5,23.3,1.6,39.4,No
Fast Food,17.2,21.4,0.5,60.0,Yes
Vegetables,18.5,0.8,63.9,0.2,No
Curry,32.0,74.0,0.6,75.7,Yes
Bread,45.5,149.4,40.3,49.1,No
Fast Food,5.5,10.3,4.6,60.5,No
Rice,12.3,75.9,7.8,67.4,No
Dairy Products,5.1,14.8,6.5,-2.4,No
Rice,35.1,11.3,16.4,5.3,Yes
Curry,28.8,66.1,3.1,33.8,Yes
Dairy Products,24.1,29.0,2.5,6.6,Yes
Vegetables,40.5,29.3,0.8,11.5,Yes
Fast Food,3.7,26.2,3.4,23.2,Yes
Bread,34.6,74.9,70.1,8.4,No
Vegetables,36.7,42.5,54.2,29.8,No
Vegetables,53.8,42.0,61.9,-2.0,No
Curry,20.8,69.8,13.5,67.3,No
Fast Food,2.3,5.8,3.3,9.3,Yes
Rice,3.6,49.6,11.3,43.3,Yes
Curry,26.8,18.7,4.2,20.0,Yes
Dairy Products,7.1,5.3,9.1,12.3,No
Bread,35.1,109.5,50.6,33.7,No
Curry,2.4,24.9,1.2,79.3,Yes
Fast Food,4.1,43.0,3.2,67.3,No
Curry,15.5,23.3,13.5,63.3,Yes
Bread,53.3,67.0,28.8,0.1,No
Bread,43.2,93.3,67.3,22.0,Yes
Vegetables,7.6,32.2,9.9,-1.8,No
Vegetables,7.2,41.0,58.6,39.0,No
Fruits,69.3,1.8,102.1,21.2,No
Rice,47.3,2.6,4.8,81.9,No
Rice,31.4,35.3,3.1,2.3,Yes
Fruits,39.5,22.5,39.9,20.1,No
Fast Food,24.3,23.6,5.7,69.5,No
Dairy Products,12.4,6.1,7.1,21.5,No
Bread,35.3,119.0,56.5,15.0,Yes
Fruits,78.4,30.8,65.5,3.5,No
Bread,1.5,100.6,27.5,22.7,Yes
Fruits,11.6,39.7,13.1,8.3,Yes
Fast Food,10.9,8.2,5.1,24.2,Yes
Bread,40.7,24.2,37.3,25.7,Yes
Vegetables,51.7,56.9,43.0,25.9,No
Fruits,12.7,10.8,33.9,31.9,No
Vegetables,48.1,15.8,14.9,10.2,Yes
Dairy Products,29.0,39.6,11.4,27.1,No
Dairy Products,2.7,21.3,3.1,3.6,No
Fast Food,17.5,4.7,4.4,26.1,No
Fruits,3.2,44.1,29.2,33.9,No
Dairy Products,17.3,10.7,4.3,10.0,No
Dairy Products,23.4,36.1,7.8,26.3,No
Fruits,30.3,21.2,92.7,12.7,Yes
Fast Food,13.1,57.7,0.8,12.7,Yes
Curry,14.4,44.4,8.3,76.7,No
Bread,31.0,124.1,13.8,20.0,No
Vegetables,27.3,18.1,32.4,0.1,No
Fruits,69.7,12.4,26.3,30.0,No
Bread,11.7,27.2,58.7,2.6,No
Dairy Products,16.8,7.8,9.6,0.2,No
Bread,46.8,134.1,15.8,40.5,No
Curry,26.7,54.9,2.0,76.7,No
Vegetables,45.5,43.9,35.9,18.9,No
Curry,37.3,9.5,11.1,35.2,Yes
Bread,19.8,39.3,58.8,32.9,No
Fruits,71.2,22.7,50.0,7.0,Yes
Rice,6.5,17.5,17.4,73.3,No
Dairy Products,16.3,31.9,10.6,22.1,No
Fruits,36.8,26.0,43.5,9.6,No
Rice,6.5,82.0,11.8,-0.8,No
Fast Food,4.7,26.4,3.5,-2.9,Yes
Dairy Products,16.1,39.4,0.9,25.4,No
Dairy Products,4.7,12.4,4.2,16.9,No
Fruits,3.1,13.6,104.5,26.2,No
Fast Food,10.6,48.4,4.3,37.0,No
Curry,5.7,45.4,5.5,58.8,Yes
Curry,36.4,3.2,9.9,46.8,No
Fast Food,6.9,7.7,2.6,47.3,Yes
Curry,6.8,18.1,10.6,68.3,No
Curry,35.9,72.4,3.0,20.9,Yes
Fast Food,9.5,7.8,2.8,2.4,No
Fruits,32.4,40.8,59.8,15.7,No
Vegetables,35.4,57.6,55.2,31.3,No
Fruits,4.0,0.6,13.9,12.8,Yes
Curry,35.8,67.0,8.6,81.6,No
Dairy Products,24.0,25.2,11.1,20.1,No
Fast Food,10.7,12.0,2.9,17.3,Yes
Dairy Products,29.5,5.7,2.4,18.5,No
Fast Food,15.6,15.2,1.3,42.6,Yes
Curry,29.0,79.8,10.4,72.4,No
Fruits,5.5,8.2,96.0,39.7,No
Dairy Products,2.4,15.6,10.1,16.0,No
Rice,42.9,10.3,1.5,30.7,Yes
Rice,41.6,0.6,12.2,15.6,No
Fast Food,3.9,33.7,1.3,70.5,No
Curry,16.7,6.9,11.9,54.8,No
Dairy Products,11.6,2.5,8.9,21.1,No
Bread,34.6,121.9,67.5,33.0,No
Dairy Products,8.8,3.1,9.3,17.2,No
Rice,28.9,60.3,10.6,28.8,Yes
Bread,27.6,79.5,58.0,3.0,No
Rice,13.4,39.1,3.3,-3.7,Yes
Rice,7.7,59.5,3.1,1.6,Yes
Fast Food,18.2,54.4,3.9,34.3,No
Fruits,3.9,43.0,51.5,-1.7,No
Curry,4.1,72.2,11.7,6.9,No
Fruits,76.8,31.3,104.1,19.1,Yes
Fruits,28.8,37.8,101.1,37.3,No
Curry,5.5,11.0,11.7,24.6,Yes
Dairy Products,22.0,23.1,4.4,2.7,No
Rice,29.7,31.7,0.9,26.4,Yes
Bread,34.2,73.9,66.4,24.0,No
Curry,17.4,67.4,6.2,22.8,Yes
Fruits,32.7,25.8,64.3,36.6,No
Fruits,65.5,17.4,37.9,26.1,No
Rice,2.1,22.0,6.0,14.9,Yes
Dairy Products,12.2,10.9,5.4,1.2,No
Rice,44.3,50.9,6.8,46.2,Yes
Curry,2.9,44.5,7.3,-4.3,No
Curry,21.6,55.5,10.3,33.4,No
Fast Food,8.5,17.4,3.4,67.2,Yes
Vegetables,28.1,55.4,30.1,14.6,No
Fast Food,7.3,54.1,5.6,58.4,No
Fast Food,2.8,53.8,3.9,28.6,Yes
Curry,30.4,29.1,10.7,72.2,No
Bread,14.4,133.3,63.2,13.2,Yes
Curry,6.7,5.7,5.3,32.8,Yes
Dairy Products,28.1,39.5,8.2,12.6,No
Vegetables,60.2,16.2,18.3,-0.3,No
Fruits,11.2,31.1,12.9,16.5,No
Bread,54.1,82.6,14.3,31.5,Yes
Bread,28.9,92.0,61.9,6.3,No
Bread,17.4,70.6,22.3,46.4,No
Curry,23.1,98.8,2.6,61.4,Yes
Fast Food,3.8,44.0,3.0,68.0,Yes
Dairy Products,18.3,7.6,7.2,15.7,No
Vegetables,65.9,58.3,6.1,20.8,No
Bread,42.6,87.4,14.0,34.8,Yes
Rice,4.6,84.1,10.1,-0.7,No
Curry,33.3,18.9,10.2,7.2,No
Bread,28.0,35.6,29.6,32.8,No
Dairy Products,14.1,23.2,6.3,17.9,No
Fast Food,20.7,49.9,0.7,62.3,No
Dairy Products,21.5,5.6,10.4,7.6,No
Curry,35.6,78.5,9.9,82.5,No
Rice,23.8,16.9,1.2,13.7,Yes
Curry,21.9,95.0,5.8,-0.8,No
Vegetables,66.2,25.3,24.7,15.2,Yes
Curry,8.8,62.4,2.7,66.4,No
Curry,13.9,68.8,2.1,13.4,No
Curry,8.7,49.0,6.9,61.1,Yes
Fast Food,12.0,56.0,0.6,67.8,No
Vegetables,43.1,45.1,23.0,35.4,No
Dairy Products,11.7,2.2,11.3,0.7,No
Vegetables,54.1,49.0,12.7,-3.7,No
Rice,7.2,26.6,1.7,82.5,No
Rice,23.3,14.7,3.4,66.7,Yes
Rice,22.5,79.1,7.7,69.8,Yes
Fruits,58.6,43.1,89.9,16.4,No
Bread,49.7,67.9,45.0,41.6,Yes
Bread,4.0,60.4,39.2,26.8,Yes
Fast Food,17.3,37.7,2.4,69.1,No
Bread,36.3,122.4,42.3,34.4,No
Bread,43.0,138.1,52.3,7.4,No
Dairy Products,6.4,22.9,11.3,21.2,No
Rice,49.0,10.7,8.5,41.2,Yes
Dairy Products,17.0,32.3,9.0,-3.4,No
Fruits,68.5,38.8,52.6,26.2,No
Vegetables,11.4,6.2,70.0,22.8,No
Vegetables,23.0,53.1,55.1,17.2,No
Fruits,75.7,33.7,27.4,20.1,No
Bread,51.6,31.0,8.6,8.8,Yes
Vegetables,61.7,23.0,69.0,35.9,No
Dairy Products,16.6,7.8,11.7,4.7,No
Bread,30.6,82.6,36.9,29.0,Yes
Fruits,2.6,7.5,93.0,22.6,No
Dairy Products,11.1,24.5,10.6,1.3,No
Bread,37.8,136.5,28.9,31.7,No
Dairy Products,10.2,9.3,2.6,25.4,Yes
Curry,36.6,68.1,0.8,2.2,Yes
Rice,7.9,54.4,1.0,28.2,Yes
Curry,24.1,14.0,5.2,72.8,No
Curry,2.6,71.0,5.1,54.8,Yes
Fruits,20.3,30.1,87.8,24.1,No
Dairy Products,9.6,30.6,2.6,9.2,No
Vegetables,36.5,38.8,39.9,-0.6,No
Curry,26.5,91.2,1.1,19.5,Yes
Dairy Products,25.8,2.6,7.9,0.8,No
Fast Food,2.8,45.0,3.3,72.5,No
Vegetables,11.6,26.1,30.3,17.5,No
Rice,38.4,9.9,6.2,45.1,No
Bread,45.3,127.2,48.7,2.1,No
Vegetables,64.2,29.9,46.1,16.6,Yes
Bread,46.8,144.4,46.1,14.1,No
Fast Food,18.9,35.7,4.5,13.5,No
Vegetables,10.7,55.8,58.3,3.1,No
Bread,41.7,16.4,12.2,12.6,Yes
Bread,44.2,141.3,66.1,28.4,No
Rice,24.1,55.3,3.2,63.4,Yes
Vegetables,20.2,41.4,7.4,2.2,Yes
Dairy Products,16.9,2.3,10.6,8.9,No
Dairy Products,1.1,0.2,11.3,19.7,No
Vegetables,28.3,52.4,0.8,23.4,No
Bread,15.4,84.1,17.3,35.5,Yes
Dairy Products,5.7,16.7,9.8,0.6,No
Rice,3.9,35.8,12.7,9.8,Yes
Curry,34.5,21.3,8.6,75.1,Yes
Vegetables,62.6,40.4,63.6,4.2,No
Dairy Products,3.4,13.4,1.8,15.8,No
Curry,16.5,12.6,6.8,22.4,Yes
Rice,10.3,59.7,14.3,13.1,Yes
Curry,4.9,64.9,7.9,82.4,No
Fruits,59.2,32.8,7.3,16.5,Yes
Fruits,76.3,21.7,42.0,24.3,No
Fast Food,15.0,0.4,5.4,40.7,No
Curry,31.0,74.5,7.3,35.0,Yes
Vegetables,48.9,21.1,42.9,21.1,No
Vegetables,48.8,21.0,36.1,28.0,No
